owner_id,name,screen_name,members_count,is_gov,posts,likes_declared,comments_declared,views,likes_total,likes_from_subs,unique_likers,unique_sub_likers,comments_total,comments_from_subs,unique_commenters,size_bucket,segment,avg_likes_per_post,share_likes_from_subs,sub_like_reach
-56724465,Aimania || Аймания || Интернет магазин Apple,aimaniabest21,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-69272053,"СОВМЕСТНЫЕ ПОКУПКИ Чебоксары,Новочебоксарск!",sovkup21,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-116347577,ТРИКОЛОР ТВ НОВОЧЕБОКСАРСК ТЕЛЕКАРТА МТС ТВ НТВ+,telefon_8_937_9406000,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-162431089,Eva Life. Коконы. Конверты. Бортики. Подушки. Де,kokon82,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-73813422,ЗАБАВНЫЙ ПРОКАТ -  ГИРОСКУТЕРЫ,zoomobil21,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-223023544,Дары Чувашии / Чехонь вяленая,daruchuvashii,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-223749089,Крепеж21,club223749089,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-214622235,Вязание с любовью / Дарья Михайлова,vyazanie_daria,354,0,7.0,71.0,15.0,1594.0,71.0,56.0,31.0,16.0,8.0,2.0,8.0,100–1K,Обычные,10.142857142857142,0.7887323943661971,0.04519774011299435
-221453312,"Услуги Бухгалтера, Юриста Новочебоксарск",club221453312,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-96838868,"Стоматологическая клиника 'ЭстетикСтом'""""",estetik_stom,110,0,43.0,163.0,0.0,5685.0,163.0,119.0,33.0,17.0,0.0,0.0,0.0,100–1K,Обычные,3.7906976744186047,0.7300613496932515,0.15454545454545454
-145921995,Ламинирование ресниц Новочебоксарск,club145921995,202,0,4.0,8.0,0.0,1467.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,100–1K,Обычные,2.0,0.375,0.0049504950495049506
-211219654,Маникюр Новочебоксарск,club211219654,63,0,29.0,76.0,0.0,3921.0,76.0,76.0,9.0,9.0,0.0,0.0,0.0,<100,Обычные,2.6206896551724137,1.0,0.14285714285714285
-153141723,Ветеринарные услуги на дому Чебоксары,vetvrach_cheboksary,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-149961676,"'МЕБЕЛЬ В ДОМ'""Чувашия""",mebelvdom21ru,7743,0,178.0,95.0,0.0,52536.0,346.0,306.0,127.0,112.0,0.0,0.0,0.0,5K–20K,Обычные,1.9438202247191012,0.884393063583815,0.014464677773472814
-222143190,Знакомства Новочебоксарск,club222143190,289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-211172546,Детский сад при СОШ №11 г. Новочебоксарск,club211172546,341,0,250.0,1361.0,10.0,57075.0,1822.0,1728.0,184.0,136.0,13.0,12.0,9.0,100–1K,Обычные,7.288,0.9484083424807903,0.39882697947214074
-176145358,Вести Марий Эл,club176145358,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-210913496,FOXES PARTIES,foxesparties,1200,0,15.0,52.0,2.0,7773.0,103.0,98.0,65.0,60.0,6.0,6.0,5.0,1K–5K,Обычные,6.866666666666666,0.9514563106796117,0.05
-53157318,"'В окопе'"" НОВОСТИ ©""",v.okope,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-226427818,Мотоблоки I Садовая техника I Марий Эл I Чувашия,tehnograd_cheb,3356,0,188.0,11142.0,4300.0,315371.0,11132.0,6340.0,5852.0,2199.0,4006.0,2722.0,2919.0,1K–5K,Обычные,59.212765957446805,0.5695292849443047,0.6552443384982122
-50855346,DIVA Центр красоты и здоровья,club50855346,1331,0,10.0,63.0,0.0,7348.0,63.0,51.0,36.0,24.0,0.0,0.0,0.0,1K–5K,Обычные,6.3,0.8095238095238095,0.018031555221637866
-209360847,Фотолавка | Сервис печати фото и сувениров,club209360847,490,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-59968932,Услуги микроавтобуса до 7 мест.,club59968932,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-197913123,Библиотека им. Н. Носова,biblionosova,1464,0,196.0,2750.0,30.0,95602.0,3141.0,2644.0,387.0,185.0,19.0,16.0,16.0,1K–5K,Обычные,16.025510204081634,0.8417701368990768,0.12636612021857924
-134939584,"КАМЕННЫЙ МИР | НОВОЧЕБОКСАРСК, ЧЕБОКСАРЫ",kamennmir,144,0,1.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,0.0,,0.0
-125218314,Груминг | Тримминг | Новочебоксарск,gruming21,227,0,132.0,1521.0,35.0,19235.0,1586.0,1577.0,57.0,52.0,21.0,20.0,10.0,100–1K,Обычные,12.015151515151516,0.9943253467843631,0.2290748898678414
-158481632,ignikitin.ru - новости Instagram,ignikitininst,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-1214069,Приволжский институт (филиал) МАДИ,vfmadi21,1901,0,384.0,1515.0,0.0,160202.0,1576.0,1502.0,173.0,117.0,0.0,0.0,0.0,1K–5K,Обычные,4.104166666666667,0.9530456852791879,0.061546554445028934
-8367183,Новочебоксарский хим.-мех. техникум корпус №3,club8367183,1651,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1K–5K,Обычные,,,0.0
-223845285,21плитка,21plitka,349,0,3.0,5.0,0.0,185.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,100–1K,Обычные,1.6666666666666667,1.0,0.011461318051575931
-229205507,Райо I Рамен бар в Новочебоксарске,raioramen,472,0,22.0,151.0,55.0,12746.0,151.0,126.0,66.0,53.0,55.0,53.0,27.0,100–1K,Обычные,6.863636363636363,0.8344370860927153,0.11228813559322035
-65270208,ПРОФЕССИОНАЛЬНЫЕ УСЛУГИ КОСМЕТОЛОГА НА ДОМУ,club65270208,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-92845096,"Студия маникюра 'CHERRY'""""",clubashellac2014,195,0,36.0,7.0,0.0,6117.0,7.0,6.0,3.0,2.0,0.0,0.0,0.0,100–1K,Обычные,0.19444444444444445,0.8571428571428571,0.010256410256410256
-189705827,Подолог Новочебоксарск,podoplus21,58,0,24.0,6.0,1.0,833.0,6.0,4.0,5.0,3.0,1.0,1.0,1.0,<100,Обычные,0.25,0.6666666666666666,0.05172413793103448
-113901520,"Салон красоты 'СТЭФИ'""""",stefi21,1859,0,44.0,6.0,0.0,17657.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,1K–5K,Обычные,0.13636363636363635,0.0,0.0
-229642861,ЛАЗЕРНАЯ ЭПИЛЯЦИЯ НОВОЧЕБОКСАРСК,club229642861,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-174062557,Продажа-Разбор авто НОВОЧЕБОКСАРСК  Publicar21,publicar21,311,0,5.0,1.0,1.0,923.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100–1K,Обычные,0.2,1.0,0.003215434083601286
-208046955,Новочебоксарск,novocheboksarsk_gid,195,0,2.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,0.0,,0.0
-222297500,Торты на заказ Новочебоксарск,club222297500,292,0,18.0,4.0,2.0,1924.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,100–1K,Обычные,0.2222222222222222,1.0,0.0136986301369863
-218842188,Массаж Ручной|Аппаратный Лазерная эпиляция,massage.novo4eboksarsk,223,0,13.0,19.0,0.0,940.0,19.0,17.0,5.0,3.0,0.0,0.0,0.0,100–1K,Обычные,1.4615384615384615,0.8947368421052632,0.013452914798206279
-127224239,"Ресторан 'Киликия'"" Новочебоксарск""",kilikya21,709,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-217385080,Новочебоксарский городской суд,novocheboksarskysud21,170,0,78.0,750.0,4.0,45242.0,750.0,648.0,78.0,58.0,4.0,2.0,3.0,100–1K,Обычные,9.615384615384615,0.864,0.3411764705882353
-218429379,Nastin салон красоты | наращивание волос,salon_club_nastin,464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-133803417,Car Service,club133803417,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-231288158,"КЛИНИКА ОРТОПЕДИИ И РЕАБИЛИТАЦИИ ООО 'ОРТО-Р'""""",kirillovklinik,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-225928895,Парикмахерская «Между Делом»,salon.mezdu.delom,148,0,7.0,13.0,0.0,1811.0,13.0,13.0,6.0,6.0,0.0,0.0,0.0,100–1K,Обычные,1.8571428571428572,1.0,0.04054054054054054
-48339673,Типография Пантера,pantera_tipografiya,2347,0,14.0,6.0,0.0,9093.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,1K–5K,Обычные,0.42857142857142855,0.8333333333333334,0.0012782275244993609
-221179088,"Ветеринарная клиника 'Барс'"" | Груминг""",vetclinicbars,48,0,16.0,34.0,0.0,2058.0,34.0,30.0,12.0,8.0,0.0,0.0,0.0,<100,Обычные,2.125,0.8823529411764706,0.16666666666666666
-211924896,"Услуги электромонтажа 'ЭЛЕКТРИК-21'""""",elektrik21ru,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-231394654,Плиточник21 | Чувашия,plitochnik21rus,15,0,7.0,25.0,1.0,1365.0,25.0,24.0,9.0,8.0,1.0,1.0,1.0,<100,Обычные,3.5714285714285716,0.96,0.5333333333333333
-160069691,Мыльные Радости от Женечки Н. Мыло ручной работы,club160069691,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-118855416,"Автосервис 'Борус'""""",club118855416,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-115038486,"Салон-парикмахерская 'Студия-Люкс'""""",studio_luxe_21,170,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-198059350,Оздоровительный центр 24| Новочебоксарск,ozdorovitelnyy_center_24,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-169675392,ООО «ЗИП Сервис» уплотнения и пластины,zipservis,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-237072956,Нумеролог выходного дня,numerolok22,22,0,61.0,84.0,22.0,8587.0,89.0,0.0,29.0,0.0,24.0,0.0,1.0,<100,Обычные,1.459016393442623,0.0,0.0
-42866436,Новочебоксарск глазами молодых,nowch_molod,857,0,28.0,0.0,0.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,0.0,,0.0
-224110591,Цивильск Объявления,club224110591,145,0,88.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100–1K,Обычные,0.011363636363636364,1.0,0.006896551724137931
-163901536,"'МаКстер'""""",makster_21,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-8593040,Парикмахерская COLOR,club_1_color,307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-42916039,Чистим Дом,chista_usluga,321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-49511285,"Ремонт  Гитар, Домр, Балалаек",club49511285,138,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-138807966,Швейный цех Чебоксары.,club138807966,509,0,14.0,1.0,0.0,659.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100–1K,Обычные,0.07142857142857142,0.0,0.0
-182432885,ТЫ В РЕСУРСЕ | Стрижки | Окрашивание | Прически,tyvresursenchk,1501,0,6.0,7.0,0.0,2258.0,8.0,7.0,4.0,3.0,0.0,0.0,0.0,1K–5K,Обычные,1.3333333333333333,0.875,0.001998667554963358
-201128053,"'ТЕРРИТОРИЯ'"" ММА 3.0 (г. Цивильск)""",territoria_mma_3_0,688,0,78.0,521.0,3.0,29095.0,521.0,363.0,241.0,117.0,3.0,3.0,3.0,100–1K,Обычные,6.67948717948718,0.6967370441458733,0.17005813953488372
-90414925,"Салон Красоты 'OM Studio'""""",omstudio21,160,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-228275588,Мир красивых ногтей и волос,wavewonders,26,0,8.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,0.0,,0.0
-224568915,Студия маникюра  Анастасии Сердюк,studia_serdyk,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-213185445,LESORUB_21 | Пиломатериалы | Древесина,lesorub_21,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-230264869,"Принт-студия 'ГРАФИКА'""""",grafika2026,16,0,24.0,39.0,0.0,4013.0,39.0,13.0,18.0,2.0,0.0,0.0,0.0,<100,Обычные,1.625,0.3333333333333333,0.125
-115881516,"Парикмахерская'ЮЛА'""""",club115881516,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-196399189,"Салон ,,Миледи'"";15;2026-07-13 22:48:49.824894+03
-227691837;group;lv_nchk21;“L V” Студия красоты и эстетики;32;2026-07-13 22:48:52.514209+03
-213585013;group;club213585013;Макияжногтевой сервис;27;2026-07-13 22:48:53.878136+03
-220351249;group;club220351249;ЦАТТ-33К;19;2026-07-13 22:48:55.456656+03
-155779129;group;clubmosr2017;ЦАТТ МОСР;29;2026-07-13 22:48:59.492386+03
-177158737;group;pravoslaveleana;Ателье православное '""ELEANA'""""",salonmiledi2020,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-214538591,"Сауна 'Жемчужина'""""",club214538591,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-83292646,Маникюр и дизайн ногтей.,club83292646,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-127643155,"Ателье для организаций 'ELEANA'""""",adoeleana,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-211708358,Управляющая компания Жилфонд,ykjilfond,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-14810645,компьютерная помощь (Новочебоксарск и Чебоксары),club14810645,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-120373680,"Медсестра на дом г. Новочебоксарск, Чебоксары.",club120373680,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-100869740,Фото-видеоостудия ИГОРЯ и НАТАЛЬИ ШТЕРН,club100869740,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-92153007,Доставка стройматериалов Чувашия,uslugisptehniki,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-214030764,ALFA - ЛАЗЕРНАЯ ЭПИЛЯЦИЯ И МАССАЖ НОВОЧЕБОКСАРСК,alfa_beauty_studio,15,0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,0.0,,0.0
-227695830,"Печать фотографий Чебоксары , 10x15 7 руб/шт",insta_phote,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-124609715,Маникюр 💅 Покрытие гель-лаком 💅 Новочебоксарск.,shellak_lari,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-223625245,Ремонт компьютеров и ком.оборудования,kassoviemashini,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-112924330,•МАНИКЮР• SHELLAC• НАРАЩИВАНИЕ•НЧК!,club112924330,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-50633608,Косметолог на дому,club50633608,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-117122867,Уход за телом в Чебоксарах и в Новочебоксарске,club117122867,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-222547004,Релакс мастерская для лица | Новочебоксарск,studia_face_massage,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-70557545,Ремонт и реставрация мебели,club70557545,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-138053847,Аппаратный маникюр 💅 + покрытие гель-лак,club138053847,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-52774333,Кадастровый инженер,club52774333,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-99828214,"ШЕЛЛАК, МАНИКЮР, ПЕДИКЮР",club99828214,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-147503681,BLISS beauty room Татьяны Думновой,club147503681,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-175771368,ФОТОПРОЕКТЫ   DIAMOND PHOTO НОВОЧЕБОКCАРСК,club175771368,596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-205464473,Скидки и промокоды Новочебоксарск,promokod_novocheboksarsk,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-65346925,Наращивание ногтей,club65346925,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-212419508,Самолет Плюс Новочебоксарск,samoletplus_novocheboksarsk,294,0,15.0,22.0,1.0,868.0,22.0,22.0,9.0,9.0,1.0,1.0,1.0,100–1K,Обычные,1.4666666666666666,1.0,0.030612244897959183
-215305654,Gaz Center Nchk,gazcentrnchk,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-87747103,Наращивание ресниц/Макияж/Брови.Чебоксары,club87747103,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-55089056,Taunigma,club55089056,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-143784759,Аксон|мобильные аксессуары|Новочебоксарск,akcoon,338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-228394308,Аниматоры и Тамада,animatormult,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-190358489,Страхование 21 Регион Чебоксары Новочебоксарск,21regoin,260,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-128301180,АТЕЛЬЕ БУТИК ШАНТИЛЬИ,schantilie,173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-143019587,🌸Наращивание ресниц от Nastash_🌸,club143019587,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-34624796,КОСМЕТОЛОГ НА ДОМУ,club34624796,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-178959769,Голос Школы «|» Школьный пресс-центр,press_gs,162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-85527068,Добрые скидки-),clubgooddiscounts.novocheboksa,311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-47141570,Прически доступно! WOW!!! Макияж в подарок!,club47141570,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-155773414,Казаки дикого поля. Алатырь,dikoepolekazak,374,0,103.0,179.0,7.0,8514.0,205.0,150.0,51.0,28.0,5.0,2.0,4.0,100–1K,Обычные,1.9902912621359223,0.7317073170731707,0.0748663101604278
-88272080,"Магазин 'Цветочная фантазия.'""""",club88272080,418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-211425376,Маникюр в Новочебоксарске,club211425376,141,0,24.0,98.0,0.0,2020.0,105.0,105.0,15.0,15.0,0.0,0.0,0.0,100–1K,Обычные,4.375,1.0,0.10638297872340426
-22096668,"Салон красоты 'OM Studio'""""",club22096668,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-166758471,"Чё, пицца?",chepizzaru,8933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5K–20K,Обычные,,,0.0
-93515168,"ГЕЛЬ-ЛАК,ШЕЛЛАК,ГЕЛЕВЫЙ МАНИКЮР.НОВОЧЕБОКСАРСК.",club93515168,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-58039807,"ФЭиЭТ, ЧГУ им. И.Н. Ульянова",club58039807,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-190122339,В светлице у Алёнушки,vsvetlitse_u_alyonushki,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-116880100,SHELLACNVCHK,club116880100,116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100–1K,Обычные,,,0.0
-239073290,Клубника от Александра,club239073290,15,0,6.0,15.0,0.0,857.0,15.0,4.0,14.0,3.0,0.0,0.0,0.0,<100,Обычные,2.5,0.26666666666666666,0.2
-81906500,ООО НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ «ЭНЕРГИЯ,club81906500,25,0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,0.0,,0.0
-62888687,"Торговая Компания 'ДЗЭН'""""",dzen21,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-118601246,"'Oh Happy day'""""",ohhapyday21,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-225119686,Первые Яндобинская СОШ,pervue_yandoba,133,0,99.0,204.0,0.0,7208.0,491.0,297.0,105.0,39.0,2.0,1.0,2.0,100–1K,Обычные,4.959595959595959,0.604887983706721,0.2932330827067669
-65420855,"Индивидуальный пошив одежды 'Наталия'""""",club65420855,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-86210580,Унитех | Сварочное оборудование,unitehstroy,43,0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,0.0,,0.0
-80409710,"Цветочно-садовый магазин 'Милый сад'""""",club80409710,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-223629540,Доставка грузов и корреспонденции,biz_logistic,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-235981292,Электрика по грузоподъёмным механизмам | СГЭ,sge21_gpm,13,0,26.0,12.0,1.0,401.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,<100,Обычные,0.38461538461538464,0.5,0.07692307692307693
-236954490,Макияж Прически Брови Новочебоксарск,club236954490,29,0,11.0,12.0,0.0,402.0,12.0,12.0,4.0,4.0,0.0,0.0,0.0,<100,Обычные,1.0909090909090908,1.0,0.13793103448275862
-217890623,Судебный участок №3 г. Новочебоксарск,chv.novsud3,135,0,91.0,11.0,0.0,2770.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,100–1K,Обычные,0.12087912087912088,0.0,0.0
-216368229,Железобетонные изделия | ДСК РАФФ+,dskraff,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-77294740,SETinBox SET in Box Сетинбокс club77294740,setinboxid4445834,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
-17937913,"Пейнтбольный клуб 'Rush'""""",paintclubrush,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<100,Обычные,,,0.0
